prompt,prompt_len,target
How many passenger trips were made by tram in Melbourne between 2013-2014? | Melbourne is currently building 50 new E Class trams with some already in service in 2014.,47,1
"How many primary school students are learning Dutch in Nord-Pas-de-Calais? | In French-speaking Belgium, over 300,000 pupils are enrolled in Dutch courses, followed by over 23,000 in the German states of Lower Saxony and North Rhine-Westphalia, and about 7,000 in the French region of Nord-Pas-de-Calais (of which 4,550 are in primary school).",100,0
"What did the Canadians do to children that did not wish to work? | Elsewhere, the Canadian Dominion Statutes in form of so-called Breaches of Contract Act, stipulated jail terms for uncooperative child workers.",43,0
What is the distinguiushing visual design feature of French cathedrals? | Each French cathedral tends to be stylistically unified in appearance when compared with an English cathedral where there is great diversity in almost every building.,43,1
"What case is in regards to whether prayers at town meetings must allow various faiths? | On May 5, 2014, the U.S. Supreme Court ruled 5-4 in favor of the Town of Greece by holding that the U.S. Constitution not only allows for prayer at government meetings, but also for sectarian prayers like predominately Christian prayers.",77,1
Who invented the first tide-predicting machine in 1872? | It used a system of pulleys and wires to automatically calculate predicted tide levels for a set period at a particular location.,41,1
"What is the final degree of Masonry? | Some time later, in a separate ceremony, they will be passed to the degree of Fellowcraft, and finally they will be raised to the degree of Master Mason.",43,0
"What is the total area of New York City in square miles? | The highest point in the city is Todt Hill on Staten Island, which, at 409.8 feet (124.9 m) above sea level, is the highest point on the Eastern Seaboard south of Maine.",64,1
"What is the cloud tops on Neptune temperature? | For example, at the time of the Voyager 2 flyby in 1989, the planet's southern hemisphere had a Great Dark Spot comparable to the Great Red Spot on Jupiter.",51,1
"What is the format of school for girls and boys? | Primary education in Arabic and Islamic studies is available to Kerala Muslims almost entirely in after-school madrasa programs - sharply unlike full-time madaris common in north India, which may replace formal schooling.",53,1
"Which Dutch dialect was once spoken in the U.S. Virgin Islands? | Other Dutch-based creole languages once spoken in the Americas include Mohawk Dutch (in Albany, New York), Berbice (in Guyana), Skepi (in Essequibo, Guyana) and Negerhollands (in the United States Virgin Islands).",69,0
What happens when a lot of repo notes come due? | When the repo notes come due the participating banks bid again.,25,1
"IS there evidence that parenting and/or childhood play a role in determining sexual orientation? | Scientists do not know the exact cause of sexual orientation, but they believe that it is caused by a complex interplay of genetic, hormonal, and environmental influences.",50,1
"What prominent composer was once a member of The Whiffenpoofs? | Groups often join one another in on-campus concerts, such as the Georgetown Chimes' Cherry Tree Massacre, a 3-weekend a cappella festival held each February since 1975, where over a hundred collegiate groups have appeared, as well as International Quartet Champions",71,1
"What was the only coin with any silver content in circulation from 1965 to 1970? | From 1965 to 1970 the Kennedy half dollar was the only circulating coin with any silver content, which was removed in 1971 and replaced with cupronickel.",69,0
"What type of Buddhism is Tibeto-Mongolian based on? | Though based upon Mahayana, Tibeto-Mongolian Buddhism is one of the schools that practice Vajrayana or ""Diamond Vehicle"" (also referred to as Mantrayāna, Tantrayāna, Tantric Buddhism, or esoteric Buddhism).",64,0
"How much precipitation does Cork usually receive? | Cork Airport records an average of 1,227.9 millimetres (4.029 ft) of precipitation annually, most of which is rain.",44,0
"What day did Charleston's airport hit the coldest day on record? | The highest temperature recorded within city limits was 104 °F (40 °C), on June 2, 1985, and June 24, 1944, and the lowest was 7 °F (−14 °C) on February 14, 1899, although at the airport, where official records are kept, the historical range is 105 °F (41 °C) on August 1, 1999 down to 6 °F (−14 °C) on January 21, 1985.",146,0
"When did the Soviets establish required education? | By the mid-20th century, such dialects were forced out with the introduction of the compulsory education system that was established by the Soviet government.",40,0
"The ease of collecting singles with the iPod and iTunes is credited with ending what ""era"" in pop music? | The iPod has also been credited with accelerating shifts within the music industry.",38,1
