prompt,prompt_len,target
Duchess Luise of Brunswick-Wolfenbüttel,11,0
Abu Dawood,4,0
Frank Lloyd Wright,4,1
Robert Lowie,4,1
John R. Neill,5,1
Michael Chekhov,4,1
Robert F. Kennedy,5,1
Pedro Gómez Barroso,5,0
Hermann Hupfeld,5,0
Jordi de Sant Jordi,6,0
Philipp August Böckh,6,0
Johnny Nash,3,1
Anthony of Padua,4,0
Marion Delorme,4,0
Suzy Covey,5,1
Xiao Baosong,5,0
Gonzalo Froilaz de Traba,9,0
심흠,3,0
Jean Bartik,4,1
Heinrich I. von Liechtenstein,6,0
Brownie Mary,4,1
Cuthbert Powell,5,1
Grace Kelly,3,1
Adolph Douai,5,1
Carl Sagan,3,1
Hans Folz,4,0
Akhtar Raza Khan,5,0
"William IV, Count of Ponthieu",9,0
Marjorie de Castille,6,0
Woodrow Wilson,4,1
Ronald Reagan,3,1
Saïd ibn Abd-ar-Rahman al-Jumahí,14,0
Alexander Spotswood,4,1
Woodrow Wilson,4,1
Gonzalo de Berceo,6,0
Bettie Page,4,1
Veronica Franco,3,0
杜稜,3,0
Milton A. Rothman,6,1
Jacob van Campen,5,0
Alfons Maria Jakob,5,0
Christian VII of Denmark,5,0
Jean-Jacques de Mesmes,7,0
"John of Aragon, Baron of Avola",9,0
Clark L. Hull,5,1
William Howard Taft,4,1
Einar Smjørbak Gunnarsson,9,0
Adriaen de Vries,6,0
Mario Molina,3,1
"Margaret of France, Duchess of Braban",9,0
"Alexander Stewart, Earl of Mar",7,0
Barbara Robbins,3,1
Ruby Hirose,4,1
Johann Jakob Froberger,5,0
Robert Altman,3,1
Fernando Ansúrez II,6,0
Ulrich Varnbüler,6,0
Whitney Houston,3,1
Darius III,3,0
Heinrich Göbel,4,1
Charles Bronson,3,1
Nathaniel Hawthorne,3,1
"Jean Baptist, Comte d'Arco",8,0
James Bryant Conant,5,1
Wassily Leontief,5,1
Pedro Cieza de León,6,0
William McKinley,3,1
Leonard B. Jordan,5,1
Gábor Béla Fodor,6,1
Henry A. Edmundson,6,1
Olympias,3,0
John Smith,3,1
Misha Mahowald,6,1
Douglas Shearer,3,1
John Winthrop the Younger,5,1
Sally Ride,3,1
Martha Jefferson,3,1
Kim Hunter,3,1
John Lloyd Stephens,4,1
Athanasius of Naples,6,0
James Monroe,3,1
Franklin J. Schaffner,6,1
Angelus of Jerusalem,5,0
William Crawford,3,1
Mario Molina,3,1
Elisabeth Henriette of Hesse-Kassel,9,0
Edward the Exile,4,0
Gao Zhu,3,0
Harriet Frank Jr.,5,1
Joseph Pilates,3,1
Henry Fonda,3,1
Barbara W. Tuchman,6,1
Landulf of Milan,5,0
Jan Wijnants,5,0
John Paul Stevens,4,1
John Jacob Astor I,5,1
Neil Armstrong,3,1
Bai Minzhong,4,0
Rosa Parks,3,1
Andreas Cratander,5,0
Blind Lemon Jefferson,4,1
James Franck,3,1
Joanna of Rožmitál,7,0
Adolph Douai,5,1
Peter von Beeck,5,0
Spencer Fullerton Baird,4,1
Bernhard Berlin,3,0
John Middleton Clayton,4,1
"Leopold IV, Duke of Austria",7,0
William Francis Hillebrand,5,1
Erik Erikson,4,1
Ernst Stromer,4,0
D. W. Griffith,6,1
Johann Hemeling,5,0
Hans Heinrich X. von Hochberg,8,0
Elvis Presley,3,1
شاهزاده ایمهه,5,0
Wyatt Earp,4,1
Pablo de Céspedes,5,0
Emma P. Carr,5,1
Biernat of Lublin,5,0
Philip W. Anderson,5,1
Carl Laemmle,5,1
Alexander Andreyevich Ivanov,6,0
Zebulon Pike,4,1
